Fecha,Cliente,Operador,Plan tarifario,Direccion,Tipo de llamada,Estado,Numero de llamadas,Duracion total (s),Duracion con espera (s),Espera total (s),Duracion por llamada (s),Espera por llamada (s)
2019-11-11,166916,906416,A,Saliente,Externa,Perdida,3,0,71,71,0.0,23.67
2019-11-11,166916,906400,A,Saliente,Externa,Contestada,1,54,75,21,54.0,21.0
2019-11-11,166916,906394,A,Saliente,Externa,Contestada,2,374,389,15,187.0,7.5
2019-11-11,166916,906412,A,Saliente,Externa,Contestada,3,91,138,47,30.33,15.67
2019-11-11,166916,906396,A,Saliente,Interna,Perdida,2,0,33,33,0.0,16.5
2019-11-11,166916,,A,Entrante,Externa,Perdida,7,0,102,102,0.0,14.57
2019-11-11,166916,906412,A,Saliente,Interna,Contestada,13,1193,1258,65,91.77,5.0
2019-11-11,166916,906416,A,Saliente,Interna,Perdida,1,0,29,29,0.0,29.0
2019-11-11,166916,906406,A,Entrante,Externa,Contestada,25,3240,3889,649,129.6,25.96
2019-11-11,166916,906398,A,Saliente,Interna,Perdida,1,0,0,0,0.0,0.0
2019-11-11,166916,906396,A,Saliente,Interna,Contestada,7,440,506,66,62.86,9.43
2019-11-11,166916,906394,A,Saliente,Interna,Perdida,4,0,33,33,0.0,8.25
2019-11-12,166916,906396,A,Saliente,Interna,Perdida,7,0,45,45,0.0,6.43
2019-11-12,166916,906412,A,Saliente,Interna,Contestada,9,632,702,70,70.22,7.78
2019-11-12,166916,906404,A,Saliente,Interna,Perdida,3,0,0,0,0.0,0.0
2019-11-12,166916,906406,A,Saliente,Externa,Perdida,5,0,124,124,0.0,24.8
2019-11-12,166916,906394,A,Saliente,Externa,Contestada,2,816,818,2,408.0,1.0
2019-11-12,166916,906404,A,Saliente,Externa,Contestada,10,1328,1423,95,132.8,9.5
2019-11-12,166916,906404,A,Entrante,Externa,Contestada,14,3355,3741,386,239.64,27.57
2019-11-12,166916,,A,Entrante,Externa,Perdida,8,0,138,138,0.0,17.25
2019-11-12,166916,906412,A,Saliente,Externa,Contestada,4,170,221,51,42.5,12.75
2019-11-12,166916,906404,A,Saliente,Externa,Perdida,3,0,65,65,0.0,21.67
2019-11-12,166916,906396,A,Entrante,Externa,Contestada,5,722,889,167,144.4,33.4
2019-11-12,166916,906398,A,Entrante,Externa,Contestada,4,244,344,100,61.0,25.0
2019-11-12,166916,906400,A,Entrante,Externa,Contestada,4,480,592,112,120.0,28.0
2019-11-12,166916,906394,A,Entrante,Externa,Contestada,1,195,227,32,195.0,32.0
2019-11-12,166916,906394,A,Saliente,Interna,Perdida,7,0,127,127,0.0,18.14
2019-11-12,166916,906396,A,Saliente,Externa,Contestada,1,52,55,3,52.0,3.0
2019-11-12,166916,906412,A,Saliente,Externa,Perdida,1,0,15,15,0.0,15.0
2019-11-12,166916,906416,A,Saliente,Interna,Perdida,1,0,43,43,0.0,43.0
2019-11-12,166916,906394,A,Saliente,Externa,Perdida,1,0,7,7,0.0,7.0
2019-11-12,166916,906410,A,Entrante,Externa,Contestada,3,252,321,69,84.0,23.0
2019-11-12,166916,906406,A,Saliente,Interna,Contestada,7,136,215,79,19.43,11.29
2019-11-12,166916,906416,A,Saliente,Interna,Contestada,6,1620,1703,83,270.0,13.83
2019-11-12,166916,906406,A,Saliente,Externa,Contestada,16,1393,1528,135,87.06,8.44
2019-11-12,166916,906398,A,Saliente,Interna,Perdida,1,0,1,1,0.0,1.0
2019-11-12,166916,906416,A,Saliente,Externa,Contestada,4,418,450,32,104.5,8.0
2019-11-12,166916,906400,A,Saliente,Interna,Contestada,4,109,168,59,27.25,14.75
2019-11-12,166916,906406,A,Entrante,Externa,Contestada,22,2077,2681,604,94.41,27.45
2019-11-12,166916,906396,A,Saliente,Interna,Contestada,7,519,598,79,74.14,11.29
2019-11-12,166916,906412,A,Saliente,Interna,Perdida,8,35,64,29,4.38,3.62
2019-11-12,166916,906400,A,Saliente,Externa,Contestada,9,816,883,67,90.67,7.44
2019-11-12,166916,906406,A,Saliente,Interna,Perdida,7,0,62,62,0.0,8.86
2019-11-12,166916,906394,A,Saliente,Interna,Contestada,15,906,977,71,60.4,4.73
2019-11-12,166916,906412,A,Entrante,Externa,Contestada,1,39,47,8,39.0,8.0
2019-11-13,166916,906400,A,Saliente,Interna,Perdida,5,0,29,29,0.0,5.8
2019-11-13,166916,906396,A,Saliente,Externa,Contestada,8,1078,1104,26,134.75,3.25
2019-11-13,166916,906410,A,Entrante,Externa,Perdida,2,93,145,52,46.5,26.0
2019-11-13,166916,906406,A,Saliente,Interna,Contestada,6,142,191,49,23.67,8.17
2019-11-13,166916,906416,A,Saliente,Interna,Perdida,1,0,37,37,0.0,37.0
2019-11-13,166916,906416,A,Entrante,Externa,Contestada,1,11,26,15,11.0,15.0
2019-11-13,166916,906406,A,Saliente,Externa,Contestada,15,1041,1172,131,69.4,8.73
2019-11-13,166916,906412,A,Saliente,Interna,Perdida,4,17,29,12,4.25,3.0
2019-11-13,166916,,A,Entrante,Externa,Perdida,9,0,237,237,0.0,26.33
2019-11-13,166916,906404,A,Entrante,Externa,Contestada,22,3791,4405,614,172.32,27.91
2019-11-13,166916,906400,A,Saliente,Externa,Perdida,2,0,55,55,0.0,27.5
2019-11-13,166916,906394,A,Saliente,Externa,Perdida,1,0,30,30,0.0,30.0
2019-11-13,166916,906406,A,Saliente,Interna,Perdida,3,0,0,0,0.0,0.0
2019-11-13,166916,906404,A,Saliente,Externa,Contestada,14,1894,2007,113,135.29,8.07
2019-11-13,166916,906398,A,Saliente,Interna,Contestada,1,84,95,11,84.0,11.0
2019-11-13,166916,906394,A,Entrante,Externa,Contestada,1,454,488,34,454.0,34.0
2019-11-13,166916,906404,A,Saliente,Interna,Perdida,1,0,21,21,0.0,21.0
2019-11-13,166916,906416,A,Saliente,Externa,Contestada,1,171,175,4,171.0,4.0
2019-11-13,166916,906396,A,Entrante,Externa,Contestada,2,290,332,42,145.0,21.0
2019-11-13,166916,906394,A,Saliente,Interna,Perdida,4,0,25,25,0.0,6.25
2019-11-13,166916,906396,A,Saliente,Interna,Contestada,5,382,435,53,76.4,10.6
2019-11-13,166916,906394,A,Saliente,Interna,Contestada,10,1000,1051,51,100.0,5.1
2019-11-13,166916,906400,A,Saliente,Interna,Contestada,4,227,270,43,56.75,10.75
2019-11-13,166916,906398,A,Entrante,Externa,Contestada,1,125,152,27,125.0,27.0
2019-11-13,166916,906416,A,Saliente,Interna,Contestada,4,619,659,40,154.75,10.0
2019-11-13,166916,906400,A,Saliente,Externa,Contestada,6,515,567,52,85.83,8.67
2019-11-13,166916,906406,A,Saliente,Externa,Perdida,3,0,27,27,0.0,9.0
2019-11-13,166916,906406,A,Entrante,Externa,Contestada,25,3754,4501,747,150.16,29.88
2019-11-13,166916,906404,A,Saliente,Interna,Contestada,4,142,180,38,35.5,9.5
2019-11-13,166916,906400,A,Entrante,Externa,Contestada,3,398,489,91,132.67,30.33
2019-11-13,166916,906404,A,Saliente,Externa,Perdida,1,0,0,0,0.0,0.0
2019-11-13,166916,906412,A,Saliente,Interna,Contestada,4,498,515,17,124.5,4.25
2019-11-13,166916,906410,A,Entrante,Externa,Contestada,13,1109,1437,328,85.31,25.23
2019-11-13,166916,906394,A,Saliente,Externa,Contestada,2,981,992,11,490.5,5.5
2019-11-14,166916,906396,A,Entrante,Externa,Contestada,1,85,113,28,85.0,28.0
2019-11-14,166916,906396,A,Saliente,Interna,Perdida,4,0,65,65,0.0,16.25
2019-11-14,166916,906406,A,Saliente,Externa,Contestada,12,820,926,106,68.33,8.83
2019-11-14,166916,906400,A,Saliente,Interna,Perdida,1,0,0,0,0.0,0.0
2019-11-14,166916,,A,Entrante,Externa,Perdida,6,0,99,99,0.0,16.5
2019-11-14,166916,906406,A,Saliente,Externa,Perdida,4,0,104,104,0.0,26.0
2019-11-14,166916,906394,A,Saliente,Interna,Perdida,4,0,62,62,0.0,15.5
2019-11-14,166916,906404,A,Entrante,Externa,Contestada,9,1298,1542,244,144.22,27.11
2019-11-14,166916,906412,A,Saliente,Interna,Perdida,2,0,2,2,0.0,1.0
2019-11-14,166916,906400,A,Entrante,Externa,Contestada,5,548,689,141,109.6,28.2
2019-11-14,166916,906420,A,Saliente,Interna,Contestada,2,428,453,25,214.0,12.5
2019-11-14,166916,906404,A,Saliente,Interna,Contestada,5,263,318,55,52.6,11.0
2019-11-14,166916,906416,A,Saliente,Interna,Contestada,1,378,389,11,378.0,11.0
2019-11-14,166916,906396,A,Saliente,Interna,Contestada,5,396,458,62,79.2,12.4
2019-11-14,166916,906406,A,Saliente,Interna,Contestada,3,567,594,27,189.0,9.0
2019-11-14,166916,906406,A,Entrante,Externa,Contestada,14,1178,1549,371,84.14,26.5
2019-11-14,166916,906412,A,Saliente,Externa,Contestada,4,480,526,46,120.0,11.5
2019-11-14,166916,906416,A,Entrante,Externa,Contestada,1,23,47,24,23.0,24.0
2019-11-14,166916,906404,A,Entrante,Externa,Perdida,1,0,27,27,0.0,27.0
2019-11-14,166916,906412,A,Entrante,Externa,Contestada,1,62,73,11,62.0,11.0
2019-11-14,166916,906404,A,Saliente,Externa,Contestada,13,1793,1978,185,137.92,14.23
2019-11-14,166916,906400,A,Saliente,Interna,Contestada,9,312,368,56,34.67,6.22
2019-11-14,166916,906394,A,Entrante,Externa,Contestada,1,387,403,16,387.0,16.0
2019-11-14,166916,906400,A,Saliente,Externa,Contestada,2,105,121,16,52.5,8.0
2019-11-14,166916,906412,A,Saliente,Interna,Contestada,8,677,721,44,84.62,5.5
2019-11-14,166916,906406,A,Saliente,Interna,Perdida,1,0,16,16,0.0,16.0
2019-11-14,166916,906394,A,Saliente,Interna,Contestada,6,578,620,42,96.33,7.0
2019-11-14,166916,906412,A,Saliente,Externa,Perdida,2,0,16,16,0.0,8.0
2019-11-14,166916,906404,A,Saliente,Externa,Perdida,3,0,96,96,0.0,32.0
2019-11-14,166916,906410,A,Entrante,Externa,Contestada,5,220,338,118,44.0,23.6
2019-11-15,166916,906412,A,Saliente,Interna,Contestada,8,738,786,48,92.25,6.0
2019-11-15,166916,906404,A,Entrante,Externa,Contestada,9,1180,1406,226,131.11,25.11
2019-11-15,166916,906400,A,Saliente,Interna,Contestada,4,169,205,36,42.25,9.0
2019-11-15,166916,906412,A,Saliente,Interna,Perdida,2,0,46,46,0.0,23.0
2019-11-15,166916,,A,Entrante,Externa,Perdida,6,0,66,66,0.0,11.0
2019-11-15,166916,906410,A,Saliente,Externa,Contestada,2,155,180,25,77.5,12.5
2019-11-15,166916,906394,A,Saliente,Interna,Perdida,1,0,2,2,0.0,2.0
2019-11-15,166916,906400,A,Saliente,Interna,Perdida,2,0,27,27,0.0,13.5
2019-11-15,166916,906400,A,Entrante,Externa,Contestada,1,41,69,28,41.0,28.0
2019-11-15,166916,906396,A,Saliente,Externa,Contestada,1,63,71,8,63.0,8.0
2019-11-15,166916,906404,A,Saliente,Externa,Perdida,3,0,117,117,0.0,39.0
2019-11-15,166916,906410,A,Entrante,Externa,Contestada,6,648,813,165,108.0,27.5
2019-11-15,166916,906404,A,Saliente,Externa,Contestada,8,1079,1145,66,134.88,8.25
2019-11-15,166916,906406,A,Saliente,Interna,Contestada,4,253,287,34,63.25,8.5
2019-11-15,166916,906406,A,Saliente,Externa,Perdida,8,0,244,244,0.0,30.5
2019-11-15,166916,906404,A,Saliente,Interna,Contestada,1,46,57,11,46.0,11.0
2019-11-15,166916,906394,A,Saliente,Interna,Contestada,9,702,779,77,78.0,8.56
2019-11-15,166916,906416,A,Saliente,Interna,Contestada,2,643,681,38,321.5,19.0
2019-11-15,166916,906396,A,Saliente,Interna,Contestada,5,314,355,41,62.8,8.2
2019-11-15,166916,906406,A,Saliente,Externa,Contestada,12,1282,1396,114,106.83,9.5
2019-11-15,166916,906412,A,Saliente,Externa,Contestada,3,180,218,38,60.0,12.67
2019-11-15,166916,906406,A,Entrante,Externa,Contestada,13,1363,1700,337,104.85,25.92
2019-11-15,166916,906406,A,Saliente,Interna,Perdida,2,0,33,33,0.0,16.5
2019-11-16,166916,906394,A,Saliente,Interna,Contestada,2,236,271,35,118.0,17.5
2019-11-17,166916,,A,Entrante,Externa,Perdida,2,0,193,193,0.0,96.5
2019-11-18,166916,906394,A,Saliente,Interna,Contestada,7,1138,1169,31,162.57,4.43
