Fecha,Cliente,Operador,Plan tarifario,Direccion,Tipo de llamada,Estado,Numero de llamadas,Duracion total (s),Duracion con espera (s),Espera total (s),Duracion por llamada (s),Espera por llamada (s)
2019-08-20,166377,880028,B,Saliente,Externa,Perdida,13,0,572,572,0.0,44.0
2019-08-20,166377,880028,B,Entrante,Externa,Contestada,1,30,33,3,30.0,3.0
2019-08-20,166377,880026,B,Saliente,Externa,Perdida,9,0,53,53,0.0,5.89
2019-08-21,166377,880026,B,Saliente,Externa,Perdida,8,0,174,174,0.0,21.75
2019-08-21,166377,880028,B,Saliente,Externa,Perdida,22,0,717,717,0.0,32.59
2019-08-21,166377,880028,B,Saliente,Externa,Contestada,19,3496,3613,117,184.0,6.16
2019-08-21,166377,880026,B,Saliente,Externa,Contestada,23,2692,2844,152,117.04,6.61
2019-08-22,166377,880026,B,Saliente,Externa,Perdida,6,0,55,55,0.0,9.17
2019-08-22,166377,880026,B,Saliente,Externa,Contestada,23,2979,3062,83,129.52,3.61
2019-08-22,166377,880028,B,Saliente,Externa,Perdida,18,0,710,710,0.0,39.44
2019-08-22,166377,880028,B,Saliente,Externa,Contestada,15,1866,1992,126,124.4,8.4
2019-08-22,166377,880020,B,Entrante,Externa,Contestada,1,33,49,16,33.0,16.0
2019-08-22,166377,,B,Entrante,Externa,Perdida,1,0,1,1,0.0,1.0
2019-08-23,166377,880026,B,Entrante,Externa,Contestada,1,45,52,7,45.0,7.0
2019-08-23,166377,880026,B,Saliente,Externa,Perdida,11,0,54,54,0.0,4.91
2019-08-23,166377,,B,Entrante,Externa,Perdida,2,0,47,47,0.0,23.5
2019-08-23,166377,880028,B,Entrante,Externa,Contestada,1,41,54,13,41.0,13.0
2019-08-23,166377,880028,B,Saliente,Externa,Contestada,24,2242,2413,171,93.42,7.12
2019-08-23,166377,880026,B,Saliente,Externa,Contestada,43,3435,3654,219,79.88,5.09
2019-08-23,166377,880028,B,Saliente,Externa,Perdida,24,0,597,597,0.0,24.88
2019-08-24,166377,,B,Entrante,Externa,Perdida,2,0,35,35,0.0,17.5
2019-08-26,166377,880022,B,Saliente,Interna,Perdida,3,0,0,0,0.0,0.0
2019-08-26,166377,880028,B,Entrante,Externa,Contestada,2,285,302,17,142.5,8.5
2019-08-26,166377,880026,B,Saliente,Externa,Contestada,28,3298,3395,97,117.79,3.46
2019-08-26,166377,880028,B,Saliente,Externa,Perdida,4,0,241,241,0.0,60.25
2019-08-26,166377,880022,B,Saliente,Externa,Contestada,3,1079,1093,14,359.67,4.67
2019-08-26,166377,880028,B,Saliente,Externa,Contestada,5,426,487,61,85.2,12.2
2019-08-26,166377,880026,B,Saliente,Externa,Perdida,2,0,46,46,0.0,23.0
2019-08-27,166377,880026,B,Saliente,Externa,Contestada,22,3242,3329,87,147.36,3.95
2019-08-27,166377,880026,B,Saliente,Externa,Perdida,5,0,119,119,0.0,23.8
2019-08-27,166377,880028,B,Saliente,Externa,Perdida,27,0,983,983,0.0,36.41
2019-08-27,166377,880028,B,Saliente,Externa,Contestada,20,2784,2979,195,139.2,9.75
2019-08-28,166377,880026,B,Saliente,Externa,Perdida,11,0,129,129,0.0,11.73
2019-08-28,166377,880026,B,Saliente,Externa,Contestada,16,1783,1868,85,111.44,5.31
2019-08-28,166377,880028,B,Saliente,Externa,Contestada,19,1485,1777,292,78.16,15.37
2019-08-28,166377,880028,B,Saliente,Externa,Perdida,29,0,993,993,0.0,34.24
2019-08-29,166377,880026,B,Saliente,Externa,Contestada,22,3244,3396,152,147.45,6.91
2019-08-29,166377,880026,B,Entrante,Externa,Contestada,1,48,52,4,48.0,4.0
2019-08-29,166377,880028,B,Saliente,Externa,Perdida,16,0,662,662,0.0,41.38
2019-08-29,166377,880026,B,Saliente,Externa,Perdida,23,0,321,321,0.0,13.96
2019-08-29,166377,,B,Entrante,Externa,Perdida,2,0,60,60,0.0,30.0
2019-08-29,166377,880028,B,Saliente,Externa,Contestada,25,2323,2595,272,92.92,10.88
2019-08-30,166377,880028,B,Saliente,Externa,Perdida,8,0,384,384,0.0,48.0
2019-08-30,166377,880026,B,Saliente,Externa,Contestada,24,1653,1864,211,68.88,8.79
2019-08-30,166377,880028,B,Entrante,Externa,Contestada,1,45,65,20,45.0,20.0
2019-08-30,166377,880022,B,Saliente,Externa,Contestada,1,239,257,18,239.0,18.0
2019-08-30,166377,880028,B,Saliente,Externa,Contestada,14,989,1099,110,70.64,7.86
2019-08-30,166377,880026,B,Saliente,Externa,Perdida,11,0,292,292,0.0,26.55
2019-09-02,166377,880028,B,Entrante,Externa,Contestada,2,66,75,9,33.0,4.5
2019-09-02,166377,880026,B,Entrante,Externa,Contestada,1,31,34,3,31.0,3.0
2019-09-02,166377,880026,B,Saliente,Externa,Contestada,16,1853,1983,130,115.81,8.12
2019-09-02,166377,880026,B,Saliente,Externa,Perdida,6,0,168,168,0.0,28.0
2019-09-02,166377,880028,B,Saliente,Externa,Contestada,20,2529,2687,158,126.45,7.9
2019-09-02,166377,880028,B,Saliente,Externa,Perdida,29,0,1345,1345,0.0,46.38
2019-09-02,166377,880020,B,Saliente,Interna,Perdida,2,0,0,0,0.0,0.0
2019-09-02,166377,880020,B,Saliente,Externa,Perdida,2,0,3,3,0.0,1.5
2019-09-03,166377,880028,B,Saliente,Externa,Contestada,17,1573,1733,160,92.53,9.41
2019-09-03,166377,,B,Entrante,Externa,Perdida,1,0,20,20,0.0,20.0
2019-09-03,166377,880026,B,Saliente,Externa,Contestada,23,2054,2198,144,89.3,6.26
2019-09-03,166377,880028,B,Saliente,Externa,Perdida,18,0,416,416,0.0,23.11
2019-09-03,166377,880026,B,Saliente,Externa,Perdida,8,0,248,248,0.0,31.0
2019-09-04,166377,880022,B,Saliente,Interna,Perdida,1,0,2,2,0.0,2.0
2019-09-04,166377,880026,B,Saliente,Externa,Perdida,7,0,164,164,0.0,23.43
2019-09-04,166377,,B,Entrante,Externa,Perdida,1,0,19,19,0.0,19.0
2019-09-04,166377,880022,B,Saliente,Externa,Contestada,3,360,395,35,120.0,11.67
2019-09-04,166377,880022,B,Saliente,Externa,Perdida,1,0,55,55,0.0,55.0
2019-09-04,166377,880028,B,Saliente,Interna,Perdida,1,0,1,1,0.0,1.0
2019-09-04,166377,880026,B,Saliente,Externa,Contestada,27,2176,2393,217,80.59,8.04
2019-09-04,166377,880028,B,Entrante,Externa,Contestada,1,195,208,13,195.0,13.0
2019-09-04,166377,880028,B,Saliente,Externa,Contestada,15,2539,2613,74,169.27,4.93
2019-09-04,166377,880028,B,Saliente,Externa,Perdida,19,0,230,230,0.0,12.11
2019-09-05,166377,880026,B,Saliente,Externa,Perdida,6,0,242,242,0.0,40.33
2019-09-05,166377,880026,B,Saliente,Externa,Contestada,21,2748,2928,180,130.86,8.57
2019-09-05,166377,880020,B,Entrante,Externa,Contestada,1,63,70,7,63.0,7.0
2019-09-05,166377,880028,B,Saliente,Externa,Contestada,8,983,1010,27,122.88,3.38
2019-09-05,166377,,B,Entrante,Externa,Perdida,2,0,23,23,0.0,11.5
2019-09-05,166377,880028,B,Saliente,Externa,Perdida,9,0,247,247,0.0,27.44
2019-09-05,166377,880026,B,Entrante,Externa,Contestada,1,63,65,2,63.0,2.0
2019-09-05,166377,880022,B,Saliente,Interna,Perdida,2,0,0,0,0.0,0.0
2019-09-05,166377,880022,B,Saliente,Externa,Contestada,6,746,760,14,124.33,2.33
2019-09-06,166377,880022,B,Saliente,Interna,Perdida,2,0,0,0,0.0,0.0
2019-09-06,166377,880022,B,Saliente,Externa,Contestada,5,1243,1265,22,248.6,4.4
2019-09-06,166377,880028,B,Saliente,Externa,Perdida,9,0,392,392,0.0,43.56
2019-09-06,166377,880028,B,Saliente,Externa,Contestada,13,1304,1441,137,100.31,10.54
2019-09-06,166377,880026,B,Saliente,Interna,Perdida,1,0,3,3,0.0,3.0
2019-09-06,166377,880020,B,Entrante,Externa,Contestada,1,48,56,8,48.0,8.0
2019-09-06,166377,880022,B,Saliente,Externa,Perdida,4,0,112,112,0.0,28.0
2019-09-06,166377,880026,B,Saliente,Externa,Contestada,14,1045,1127,82,74.64,5.86
2019-09-09,166377,880026,B,Saliente,Externa,Perdida,5,0,114,114,0.0,22.8
2019-09-09,166377,880028,B,Saliente,Externa,Perdida,9,0,316,316,0.0,35.11
2019-09-09,166377,880022,B,Saliente,Externa,Contestada,4,234,302,68,58.5,17.0
2019-09-09,166377,880026,B,Saliente,Externa,Contestada,16,1479,1616,137,92.44,8.56
2019-09-09,166377,880022,B,Saliente,Externa,Perdida,5,0,192,192,0.0,38.4
2019-09-09,166377,880020,B,Entrante,Externa,Contestada,1,54,58,4,54.0,4.0
2019-09-09,166377,,B,Entrante,Externa,Perdida,1,0,29,29,0.0,29.0
2019-09-09,166377,880026,B,Entrante,Externa,Contestada,1,32,40,8,32.0,8.0
2019-09-09,166377,880028,B,Saliente,Externa,Contestada,18,1601,1806,205,88.94,11.39
2019-09-10,166377,,B,Entrante,Externa,Perdida,1,0,26,26,0.0,26.0
2019-09-10,166377,880028,B,Saliente,Externa,Perdida,19,0,552,552,0.0,29.05
2019-09-10,166377,880022,B,Saliente,Externa,Perdida,1,0,54,54,0.0,54.0
2019-09-10,166377,880028,B,Saliente,Externa,Contestada,29,2082,2256,174,71.79,6.0
2019-09-10,166377,880026,B,Saliente,Externa,Contestada,32,2451,2620,169,76.59,5.28
2019-09-10,166377,880022,B,Saliente,Externa,Contestada,2,88,91,3,44.0,1.5
2019-09-10,166377,880026,B,Saliente,Externa,Perdida,6,0,178,178,0.0,29.67
2019-09-11,166377,,B,Entrante,Externa,Perdida,1,0,2,2,0.0,2.0
2019-09-11,166377,880026,B,Saliente,Externa,Contestada,16,1452,1529,77,90.75,4.81
2019-09-11,166377,880022,B,Saliente,Externa,Contestada,5,479,533,54,95.8,10.8
2019-09-11,166377,880028,B,Saliente,Externa,Contestada,22,2226,2423,197,101.18,8.95
2019-09-11,166377,880022,B,Saliente,Externa,Perdida,3,0,92,92,0.0,30.67
2019-09-11,166377,880028,B,Entrante,Externa,Contestada,1,152,158,6,152.0,6.0
2019-09-11,166377,880022,B,Saliente,Interna,Perdida,2,0,0,0,0.0,0.0
2019-09-11,166377,880028,B,Saliente,Externa,Perdida,6,0,144,144,0.0,24.0
2019-09-11,166377,880026,B,Saliente,Externa,Perdida,5,0,86,86,0.0,17.2
2019-09-12,166377,880028,B,Entrante,Externa,Contestada,1,69,73,4,69.0,4.0
2019-09-12,166377,880028,B,Saliente,Externa,Perdida,10,0,297,297,0.0,29.7
2019-09-12,166377,880028,B,Saliente,Externa,Contestada,16,1030,1161,131,64.38,8.19
2019-09-12,166377,880020,B,Entrante,Externa,Contestada,1,45,49,4,45.0,4.0
2019-09-12,166377,880022,B,Saliente,Externa,Perdida,6,0,232,232,0.0,38.67
2019-09-12,166377,880026,B,Saliente,Externa,Contestada,25,2311,2403,92,92.44,3.68
2019-09-12,166377,880026,B,Saliente,Externa,Perdida,3,0,118,118,0.0,39.33
2019-09-12,166377,,B,Entrante,Externa,Perdida,4,0,77,77,0.0,19.25
2019-09-12,166377,880022,B,Saliente,Externa,Contestada,1,147,150,3,147.0,3.0
2019-09-13,166377,880026,B,Saliente,Externa,Contestada,25,1906,2034,128,76.24,5.12
2019-09-13,166377,880028,B,Saliente,Externa,Perdida,3,0,63,63,0.0,21.0
2019-09-13,166377,880022,B,Saliente,Externa,Perdida,3,0,116,116,0.0,38.67
2019-09-13,166377,880028,B,Saliente,Externa,Contestada,26,2569,2861,292,98.81,11.23
2019-09-13,166377,880022,B,Saliente,Externa,Contestada,1,71,74,3,71.0,3.0
2019-09-13,166377,880020,B,Entrante,Externa,Contestada,1,39,43,4,39.0,4.0
2019-09-13,166377,880026,B,Saliente,Externa,Perdida,11,0,138,138,0.0,12.55
2019-09-16,166377,880026,B,Saliente,Externa,Perdida,7,0,99,99,0.0,14.14
2019-09-16,166377,880028,B,Saliente,Externa,Perdida,15,0,229,229,0.0,15.27
2019-09-16,166377,880026,B,Saliente,Externa,Contestada,31,2587,2797,210,83.45,6.77
2019-09-16,166377,880026,B,Entrante,Externa,Contestada,1,28,34,6,28.0,6.0
2019-09-16,166377,880028,B,Saliente,Externa,Contestada,22,3047,3224,177,138.5,8.05
2019-09-16,166377,,B,Entrante,Externa,Perdida,8,0,119,119,0.0,14.88
2019-09-17,166377,880022,B,Saliente,Externa,Contestada,1,126,128,2,126.0,2.0
2019-09-17,166377,880028,B,Entrante,Externa,Contestada,1,247,250,3,247.0,3.0
2019-09-17,166377,880028,B,Saliente,Externa,Perdida,23,0,651,651,0.0,28.3
2019-09-17,166377,,B,Entrante,Externa,Perdida,2,0,60,60,0.0,30.0
2019-09-17,166377,880026,B,Saliente,Externa,Contestada,16,790,946,156,49.38,9.75
2019-09-17,166377,880028,B,Saliente,Externa,Contestada,35,2507,2787,280,71.63,8.0
2019-09-17,166377,880022,B,Saliente,Externa,Perdida,7,0,212,212,0.0,30.29
2019-09-17,166377,880026,B,Saliente,Externa,Perdida,2,0,0,0,0.0,0.0
2019-09-18,166377,880026,B,Saliente,Externa,Contestada,4,299,315,16,74.75,4.0
2019-09-18,166377,880022,B,Saliente,Externa,Perdida,2,0,103,103,0.0,51.5
2019-09-18,166377,880028,B,Saliente,Externa,Contestada,20,2447,2634,187,122.35,9.35
2019-09-18,166377,880022,B,Saliente,Externa,Contestada,1,71,73,2,71.0,2.0
2019-09-18,166377,880026,B,Saliente,Externa,Perdida,2,0,38,38,0.0,19.0
2019-09-18,166377,880028,B,Saliente,Externa,Perdida,7,0,201,201,0.0,28.71
2019-09-19,166377,880028,B,Entrante,Externa,Contestada,1,21,23,2,21.0,2.0
2019-09-19,166377,880026,B,Saliente,Externa,Perdida,8,0,192,192,0.0,24.0
2019-09-19,166377,880022,B,Saliente,Externa,Contestada,2,359,364,5,179.5,2.5
2019-09-19,166377,880022,B,Saliente,Externa,Perdida,8,0,251,251,0.0,31.38
2019-09-19,166377,880022,B,Saliente,Interna,Perdida,1,0,1,1,0.0,1.0
2019-09-19,166377,880028,B,Saliente,Externa,Perdida,23,0,700,700,0.0,30.43
2019-09-19,166377,880028,B,Saliente,Externa,Contestada,18,1638,1775,137,91.0,7.61
2019-09-19,166377,880026,B,Saliente,Externa,Contestada,30,2666,2808,142,88.87,4.73
2019-09-20,166377,880028,B,Saliente,Externa,Perdida,17,0,552,552,0.0,32.47
2019-09-20,166377,880022,B,Saliente,Externa,Contestada,1,219,221,2,219.0,2.0
2019-09-20,166377,880022,B,Saliente,Externa,Perdida,10,0,509,509,0.0,50.9
2019-09-20,166377,880026,B,Saliente,Externa,Contestada,28,2310,2473,163,82.5,5.82
2019-09-20,166377,880028,B,Saliente,Externa,Contestada,17,1683,1848,165,99.0,9.71
2019-09-20,166377,880020,B,Entrante,Externa,Contestada,1,17,28,11,17.0,11.0
2019-09-20,166377,880026,B,Saliente,Externa,Perdida,15,0,393,393,0.0,26.2
2019-09-23,166377,880028,B,Saliente,Externa,Perdida,24,0,509,509,0.0,21.21
2019-09-23,166377,880026,B,Saliente,Externa,Perdida,13,0,401,401,0.0,30.85
2019-09-23,166377,880028,B,Saliente,Externa,Contestada,24,2181,2368,187,90.88,7.79
2019-09-23,166377,880026,B,Saliente,Externa,Contestada,21,2375,2485,110,113.1,5.24
2019-09-23,166377,880022,B,Saliente,Externa,Perdida,2,0,13,13,0.0,6.5
2019-09-23,166377,880028,B,Saliente,Interna,Perdida,1,0,2,2,0.0,2.0
2019-09-23,166377,880026,B,Entrante,Externa,Contestada,1,43,49,6,43.0,6.0
2019-09-23,166377,880022,B,Saliente,Externa,Contestada,3,351,385,34,117.0,11.33
2019-09-24,166377,880026,B,Saliente,Externa,Perdida,8,0,100,100,0.0,12.5
2019-09-24,166377,,B,Entrante,Externa,Perdida,2,0,4,4,0.0,2.0
2019-09-24,166377,880028,B,Entrante,Externa,Contestada,3,158,169,11,52.67,3.67
2019-09-24,166377,880028,B,Saliente,Externa,Perdida,13,0,520,520,0.0,40.0
2019-09-24,166377,880026,B,Saliente,Externa,Contestada,16,1666,1767,101,104.12,6.31
2019-09-24,166377,880022,B,Saliente,Externa,Contestada,3,353,366,13,117.67,4.33
2019-09-24,166377,880022,B,Saliente,Externa,Perdida,1,0,38,38,0.0,38.0
2019-09-24,166377,880028,B,Saliente,Externa,Contestada,26,2570,2755,185,98.85,7.12
2019-09-25,166377,880022,B,Saliente,Externa,Contestada,7,1316,1352,36,188.0,5.14
2019-09-25,166377,880022,B,Saliente,Externa,Perdida,8,0,423,423,0.0,52.88
2019-09-25,166377,880026,B,Saliente,Externa,Contestada,18,1862,1925,63,103.44,3.5
2019-09-25,166377,880028,B,Saliente,Externa,Perdida,14,0,193,193,0.0,13.79
2019-09-25,166377,880026,B,Saliente,Externa,Perdida,6,0,50,50,0.0,8.33
2019-09-25,166377,880028,B,Saliente,Externa,Contestada,22,1216,1352,136,55.27,6.18
2019-09-26,166377,880028,B,Saliente,Externa,Perdida,29,0,553,553,0.0,19.07
2019-09-26,166377,880026,B,Saliente,Externa,Contestada,16,1250,1308,58,78.12,3.62
2019-09-26,166377,880028,B,Saliente,Externa,Contestada,26,2303,2570,267,88.58,10.27
2019-09-26,166377,880022,B,Saliente,Externa,Contestada,3,2411,2419,8,803.67,2.67
2019-09-26,166377,880026,B,Saliente,Externa,Perdida,14,0,87,87,0.0,6.21
2019-09-26,166377,880028,B,Entrante,Externa,Contestada,1,88,96,8,88.0,8.0
2019-09-27,166377,880026,B,Saliente,Externa,Contestada,11,1854,1897,43,168.55,3.91
2019-09-27,166377,880026,B,Saliente,Externa,Perdida,3,0,87,87,0.0,29.0
2019-09-27,166377,880022,B,Saliente,Externa,Contestada,1,84,86,2,84.0,2.0
2019-09-27,166377,880022,B,Saliente,Externa,Perdida,1,0,44,44,0.0,44.0
2019-09-27,166377,880028,B,Saliente,Externa,Contestada,19,921,1171,250,48.47,13.16
2019-09-27,166377,880026,B,Entrante,Externa,Contestada,1,6,12,6,6.0,6.0
2019-09-27,166377,880028,B,Saliente,Externa,Perdida,21,0,475,475,0.0,22.62
2019-09-30,166377,880020,B,Saliente,Externa,Contestada,4,724,749,25,181.0,6.25
2019-09-30,166377,880022,B,Saliente,Externa,Contestada,1,144,146,2,144.0,2.0
2019-09-30,166377,880020,B,Saliente,Externa,Perdida,4,0,12,12,0.0,3.0
2019-10-01,166377,880026,B,Saliente,Externa,Contestada,19,2023,2155,132,106.47,6.95
2019-10-01,166377,880020,B,Saliente,Externa,Contestada,1,106,108,2,106.0,2.0
2019-10-01,166377,880026,B,Saliente,Externa,Perdida,3,0,102,102,0.0,34.0
2019-10-02,166377,880026,B,Saliente,Externa,Perdida,3,0,69,69,0.0,23.0
2019-10-02,166377,880026,B,Entrante,Externa,Contestada,3,556,568,12,185.33,4.0
2019-10-02,166377,,B,Entrante,Externa,Perdida,3,0,86,86,0.0,28.67
2019-10-02,166377,880028,B,Saliente,Externa,Perdida,10,0,313,313,0.0,31.3
2019-10-02,166377,880028,B,Saliente,Externa,Contestada,19,1768,1957,189,93.05,9.95
2019-10-02,166377,880026,B,Saliente,Externa,Contestada,20,1762,1880,118,88.1,5.9
2019-10-03,166377,880020,B,Saliente,Externa,Contestada,1,71,73,2,71.0,2.0
2019-10-03,166377,880022,B,Saliente,Externa,Contestada,1,48,50,2,48.0,2.0
2019-10-03,166377,880026,B,Saliente,Interna,Perdida,2,0,0,0,0.0,0.0
2019-10-03,166377,880026,B,Saliente,Externa,Contestada,19,1367,1530,163,71.95,8.58
2019-10-03,166377,880028,B,Saliente,Externa,Contestada,19,1430,1565,135,75.26,7.11
2019-10-03,166377,880028,B,Entrante,Externa,Contestada,2,133,140,7,66.5,3.5
2019-10-03,166377,880028,B,Saliente,Externa,Perdida,24,0,680,680,0.0,28.33
2019-10-03,166377,,B,Entrante,Externa,Perdida,2,0,60,60,0.0,30.0
2019-10-03,166377,880026,B,Saliente,Externa,Perdida,1,0,23,23,0.0,23.0
2019-10-04,166377,880028,B,Saliente,Externa,Contestada,20,2393,2658,265,119.65,13.25
2019-10-04,166377,880028,B,Saliente,Externa,Perdida,19,0,447,447,0.0,23.53
2019-10-04,166377,880022,B,Saliente,Externa,Contestada,1,513,520,7,513.0,7.0
2019-10-04,166377,880026,B,Saliente,Interna,Perdida,1,0,0,0,0.0,0.0
2019-10-04,166377,880026,B,Saliente,Externa,Contestada,23,2086,2256,170,90.7,7.39
2019-10-07,166377,880026,B,Saliente,Externa,Contestada,21,2024,2136,112,96.38,5.33
2019-10-07,166377,,B,Entrante,Externa,Perdida,2,0,71,71,0.0,35.5
2019-10-07,166377,880026,B,Saliente,Externa,Perdida,16,0,163,163,0.0,10.19
2019-10-07,166377,880028,B,Entrante,Externa,Contestada,1,19,31,12,19.0,12.0
2019-10-07,166377,880026,B,Saliente,Interna,Perdida,1,0,1,1,0.0,1.0
2019-10-07,166377,880028,B,Saliente,Externa,Perdida,15,0,460,460,0.0,30.67
2019-10-07,166377,880028,B,Saliente,Externa,Contestada,12,494,582,88,41.17,7.33
2019-10-08,166377,880026,B,Saliente,Externa,Perdida,6,0,21,21,0.0,3.5
2019-10-08,166377,880028,B,Entrante,Externa,Contestada,1,18,25,7,18.0,7.0
2019-10-08,166377,880028,B,Saliente,Externa,Contestada,18,2470,2570,100,137.22,5.56
2019-10-08,166377,880028,B,Saliente,Externa,Perdida,12,0,355,355,0.0,29.58
2019-10-08,166377,,B,Entrante,Externa,Perdida,1,0,6,6,0.0,6.0
2019-10-08,166377,880026,B,Saliente,Externa,Contestada,24,2003,2170,167,83.46,6.96
2019-10-09,166377,880028,B,Saliente,Externa,Perdida,12,0,266,266,0.0,22.17
2019-10-09,166377,,B,Entrante,Externa,Perdida,4,0,22,22,0.0,5.5
2019-10-09,166377,880026,B,Saliente,Externa,Contestada,14,1237,1333,96,88.36,6.86
2019-10-09,166377,880028,B,Saliente,Externa,Contestada,13,658,753,95,50.62,7.31
2019-10-09,166377,880026,B,Saliente,Externa,Perdida,4,0,77,77,0.0,19.25
2019-10-10,166377,,B,Entrante,Externa,Perdida,4,0,32,32,0.0,8.0
2019-10-10,166377,880028,B,Saliente,Externa,Contestada,19,2020,2132,112,106.32,5.89
2019-10-10,166377,880026,B,Saliente,Externa,Perdida,6,0,83,83,0.0,13.83
2019-10-10,166377,880028,B,Saliente,Externa,Perdida,14,0,375,375,0.0,26.79
2019-10-10,166377,880026,B,Saliente,Externa,Contestada,22,1597,1710,113,72.59,5.14
2019-10-11,166377,880028,B,Saliente,Externa,Perdida,7,0,235,235,0.0,33.57
2019-10-11,166377,880026,B,Saliente,Interna,Perdida,1,0,0,0,0.0,0.0
2019-10-11,166377,880028,B,Saliente,Externa,Contestada,32,2835,3100,265,88.59,8.28
2019-10-11,166377,880026,B,Entrante,Externa,Contestada,3,100,113,13,33.33,4.33
2019-10-11,166377,880026,B,Saliente,Externa,Perdida,1,0,46,46,0.0,46.0
2019-10-11,166377,880028,B,Entrante,Externa,Contestada,1,220,223,3,220.0,3.0
2019-10-11,166377,880026,B,Saliente,Externa,Contestada,12,963,1040,77,80.25,6.42
2019-10-14,166377,880026,B,Saliente,Externa,Contestada,9,1069,1151,82,118.78,9.11
2019-10-14,166377,880026,B,Saliente,Externa,Perdida,5,0,117,117,0.0,23.4
2019-10-14,166377,880028,B,Saliente,Externa,Contestada,17,1819,2006,187,107.0,11.0
2019-10-14,166377,880028,B,Saliente,Externa,Perdida,18,0,692,692,0.0,38.44
2019-10-15,166377,880028,B,Saliente,Externa,Contestada,14,1087,1182,95,77.64,6.79
2019-10-15,166377,880026,B,Saliente,Externa,Perdida,7,0,114,114,0.0,16.29
2019-10-15,166377,880026,B,Saliente,Externa,Contestada,15,1270,1340,70,84.67,4.67
2019-10-15,166377,,B,Entrante,Externa,Perdida,1,0,1,1,0.0,1.0
2019-10-15,166377,880028,B,Saliente,Externa,Perdida,19,0,237,237,0.0,12.47
2019-10-15,166377,880022,B,Entrante,Externa,Contestada,1,13,31,18,13.0,18.0
2019-10-15,166377,880022,B,Saliente,Externa,Contestada,2,34,42,8,17.0,4.0
2019-10-16,166377,880026,B,Saliente,Externa,Perdida,6,0,101,101,0.0,16.83
2019-10-16,166377,880028,B,Saliente,Externa,Perdida,15,0,356,356,0.0,23.73
2019-10-16,166377,880028,B,Entrante,Externa,Contestada,1,23,26,3,23.0,3.0
2019-10-16,166377,880022,B,Saliente,Externa,Contestada,3,409,421,12,136.33,4.0
2019-10-16,166377,880026,B,Saliente,Externa,Contestada,14,2066,2147,81,147.57,5.79
2019-10-16,166377,880028,B,Saliente,Externa,Contestada,28,2288,2536,248,81.71,8.86
2019-10-17,166377,880028,B,Saliente,Externa,Contestada,24,2228,2404,176,92.83,7.33
2019-10-17,166377,880028,B,Saliente,Externa,Perdida,20,0,421,421,0.0,21.05
2019-10-17,166377,880026,B,Saliente,Externa,Perdida,5,0,112,112,0.0,22.4
2019-10-17,166377,880026,B,Saliente,Externa,Contestada,22,2431,2526,95,110.5,4.32
2019-10-17,166377,,B,Entrante,Externa,Perdida,1,0,27,27,0.0,27.0
2019-10-18,166377,880028,B,Saliente,Externa,Perdida,11,0,323,323,0.0,29.36
2019-10-18,166377,880028,B,Saliente,Externa,Contestada,20,1693,1889,196,84.65,9.8
2019-10-18,166377,880022,B,Saliente,Externa,Contestada,2,802,809,7,401.0,3.5
2019-10-18,166377,880026,B,Saliente,Externa,Perdida,4,0,139,139,0.0,34.75
2019-10-18,166377,880026,B,Saliente,Externa,Contestada,15,2146,2234,88,143.07,5.87
2019-10-19,166377,,B,Entrante,Externa,Perdida,1,0,83,83,0.0,83.0
2019-10-20,166377,,B,Entrante,Externa,Perdida,1,0,66,66,0.0,66.0
2019-10-21,166377,880028,B,Saliente,Externa,Perdida,16,0,667,667,0.0,41.69
2019-10-21,166377,880028,B,Saliente,Externa,Contestada,21,1403,1633,230,66.81,10.95
2019-10-21,166377,880028,B,Entrante,Externa,Contestada,1,96,99,3,96.0,3.0
2019-10-21,166377,880026,B,Saliente,Externa,Perdida,5,0,119,119,0.0,23.8
2019-10-21,166377,881278,B,Saliente,Externa,Contestada,3,465,476,11,155.0,3.67
2019-10-21,166377,880026,B,Saliente,Externa,Contestada,24,2023,2201,178,84.29,7.42
2019-10-21,166377,880026,B,Saliente,Interna,Perdida,1,0,0,0,0.0,0.0
2019-10-22,166377,880028,B,Entrante,Externa,Contestada,3,93,101,8,31.0,2.67
2019-10-22,166377,880028,B,Saliente,Externa,Contestada,18,1738,1863,125,96.56,6.94
2019-10-22,166377,,B,Entrante,Externa,Perdida,1,0,3,3,0.0,3.0
2019-10-22,166377,880028,B,Saliente,Interna,Contestada,1,2,4,2,2.0,2.0
2019-10-22,166377,880028,B,Saliente,Externa,Perdida,5,0,143,143,0.0,28.6
2019-10-22,166377,880026,B,Saliente,Externa,Contestada,18,1336,1438,102,74.22,5.67
2019-10-22,166377,880022,B,Saliente,Externa,Perdida,1,0,6,6,0.0,6.0
2019-10-22,166377,880026,B,Saliente,Externa,Perdida,9,0,258,258,0.0,28.67
2019-10-23,166377,880028,B,Saliente,Externa,Contestada,19,1127,1347,220,59.32,11.58
2019-10-23,166377,880026,B,Saliente,Externa,Perdida,11,0,298,298,0.0,27.09
2019-10-23,166377,880028,B,Saliente,Externa,Perdida,10,0,194,194,0.0,19.4
2019-10-23,166377,880022,B,Saliente,Externa,Contestada,1,98,103,5,98.0,5.0
2019-10-23,166377,880026,B,Saliente,Externa,Contestada,23,2555,2649,94,111.09,4.09
2019-10-23,166377,880026,B,Entrante,Externa,Contestada,1,151,153,2,151.0,2.0
2019-10-24,166377,880028,B,Entrante,Externa,Contestada,1,231,234,3,231.0,3.0
